Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Algeria,DZA,,,,,,,,,,,211000000,238000000,227000000,225000000,202000000,266000000,255000000,349000000,393000000,417000000,406000000,447000000,507000000,392000000,329000000,313000000,358000000,487000000,379000000,345000000,352000000,1290000000,1390000000,1140000000,1395000000,1120000000,880000000,1060000000,1060000000,790000000,790000000,670000000,1070000000,1750000000,2460000000,170000000,189000000,99004563.35,103631887.2,150336961.5,196589288,202869816.2,214841268.6,209601443.4,2452442617,1997393458,1989023597,1791887073,1984998399,1785838683,1699608935,1791896709,1704725678,1867591303
East Asia & Pacific (excluding high income),EAP,,,,,,,,,,,,793769.9556,607909.739,2062166.452,4513935.089,29322185.52,47306022.4,408370667,581926128.4,783067815.8,1047147372,1320461723,2338251723,2580209148,2130181266,2110681622,2274972996,2347583211,2826638609,2915041980,3109971578,3640387218,4128993003,5019496591,6332859250,8359679944,9576014060,14235954483,8345711204,10428650050,12571307442,14199418748,17455884919,21171325185,25443568924,28815858428,32931173774,39709626715,45743555972,47927025541,56808841340,63092304937,66108522474,73284018966,89065943827,92425569372,87998092915,93340978330,94350888034,92816395046,90898796270,97769076945,1.06981E+11,1.14061E+11
Early-demographic dividend,EAR,,,,,,,,,,,323499994.3,426571981.6,501780126.1,512219645.7,1916537588,2584561915,3260390408,5891528521,8394671019,11028133359,15066289065,15075118084,16536449727,17807551903,17269390121,16288798240,15976064064,18783907078,18616073249,20553635092,23708335222,25684386064,30749892386,32126661715,35064233318,37733061758,39586987236,46274634023,46796594021,49985257968,54207814119,59658196249,67785657296,82714170030,89596313254,1.0713E+11,1.27431E+11,1.48494E+11,1.74299E+11,1.68509E+11,1.86596E+11,2.10461E+11,2.33908E+11,2.41408E+11,2.58629E+11,2.618E+11,2.58072E+11,2.82027E+11,3.09121E+11,3.29746E+11,3.4193E+11,3.83821E+11,4.29996E+11,4.36546E+11
East Asia & Pacific,EAS,,,,,,,,,,,180320037.8,176840278.8,337134833.8,438694963.7,475419529,473330181.1,526952407.6,1071561356,1388102078,1747324865,2637492679,3201446739,4398269515,4881741283,4517093619,4533853834,5368573399,6193722005,7707802855,8089369250,8654402913,9962146466,10166173545,10617677683,12725846067,14879962874,15987654407,20286624633,14769141504,16247021751,18737386767,20823552929,25323639173,29924043784,34683608119,37634573203,41817151166,49526692178,58117477394,58821830242,68112892737,76450575737,79912575090,86861481984,1.04042E+11,1.06537E+11,1.02581E+11,1.08538E+11,1.099E+11,1.08323E+11,1.06548E+11,1.14137E+11,1.23796E+11,1.3066E+11
Europe & Central Asia (excluding high income),ECA,,,,,,,,,,,,,,,1426000000,1312000000,982000000,982000000,983000000,1694000000,2071000000,2490000000,2140000000,1513000000,1807000000,1714000000,1634000000,2021000000,1776000000,3063000000,3246000000,2819000000,3159800000,3253185000,7498502000,4141412999,4655948000,5547282400,9001799887,8150356551,8603577000,8631353477,8852963862,9531632469,13434212636,13095520730,16462412246,26407971600,33316030668,28596261181,31230235429,36574364221,39328711291,42846759133,40404149670,33881059428,34844623313,41857510723,47342706780,49336988478,45807006199,55073930947,69534466645,62194578835
Europe & Central Asia,ECS,,,,,,,,,,,1387801446,1816536157,2109157583,2211065182,3446953880,7629769590,7796786377,10447382278,13060027637,16399054066,19146456214,17825550974,17132685337,15275356623,14903811796,14841197254,18836664813,23867193763,26496697547,28925257787,34462181488,34372087318,36849183950,35571052038,40061507744,39009280907,39615952714,44323526108,48497797916,45045262347,44665722889,45854710229,50108864668,60396287344,73410118036,84929600708,96535568726,1.22235E+11,1.43681E+11,1.33585E+11,1.35083E+11,1.51744E+11,1.51406E+11,1.72692E+11,1.7621E+11,1.57276E+11,1.58711E+11,1.75547E+11,1.89474E+11,1.94254E+11,1.87489E+11,2.0773E+11,2.15083E+11,2.21749E+11
Ecuador,ECU,,,,,,,,,,,,,,,,,3299999.952,,,,,,,,,,3000000,3000000,2000000,1000000,51000000,56000000,75000000,202919998.2,276230011,386120000,488960000,647720000,798720000,1089520000,1322301000,1420558147,1438022869,1633427048,1838041771,2460000000,2933808811,3341337813,3088633129,2742436211,2599027039,2680596337,2476225962,2458803089,2472449389,2387555892,2612078852,2849068577,3039078509,3242684317,3343696164,4367441781,4747980446,5452432477
"Egypt, Arab Rep.",EGY,,,,,,,,,,,,,,,,,,927665100.1,1773296997,2213571533,2696000000,2180857178,2439142822,3665857178,3962714355,3211714355,2506142822,3604285645,3769571533,3293454590,4283500000,4054000000,6104000000,5664000000,3672000000,3226000000,3107000000,3697000000,3370000000,3235300000,2852000000,2911400000,2893100000,2960900000,3340700000,5017300000,5329500000,7655800000,8694000000,7149600000,12453100000,14324300000,19236400000,17833100000,19570400000,18325400000,18590400000,24737400000,25515700000,26781400000,29602900000,31487000000,28332800000,19532100000
Euro area,EMU,,,,,,,,,,,1382002338,1823007923,2114379734,2214559742,2019358915,6305354988,6795426643,8967569554,11448118016,14020031758,16332658187,14725027100,14397031440,13125888687,12507541585,12529510178,16460083071,19496124028,22055085328,23194772844,27879097755,28072249862,29691745056,28249217233,27368177879,29351384674,29153310430,32706617735,33363146314,26767076326,25490610618,26242897713,29385214291,36195346987,41150097796,45804311083,49975348471,60077981978,72205564639,71447807937,72672891428,81326107303,78788863934,89069081561,92561908117,82875314801,83267247632,89506795781,95160697404,95848239222,95851812958,1.04461E+11,1.04027E+11,1.14421E+11
Eritrea,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2682189.743,3634005.489,3284750.859,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,ESP,,,,,,,,,,,,,,,,1403779907,1380182007,1463044434,1734471313,1895898438,2187928955,1815784424,1581557617,1348032104,1226743164,1234490723,1433077271,1583675903,1790329712,1861106934,2185527832,2136283691,2636531738,2321499512,2631302246,2763616490,2925151760,2899429894,3253445179,635029159.5,648649652,699655911.7,745323091.2,900329952.8,1011285263,1135292902,1281555331,1676469544,1840374493,1524558689,1595954495,1714254523,2093910956,3035756690,3130366133,2673407399,2632183875,3004745214,3331709084,3206846642,3063400973,3949650833,4277248701,5072672507
Estonia,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2905014.753,1283825.098,1684442.021,1737374.157,2644205.993,2314638.977,4052634.247,11020698.08,19148980.41,51207275.1,166878296.1,254609795,392138800.9,381282757.2,416329238.4,340051323.5,357084044.2,438650597.7,460675591.6,564796469.4,543923581.7,457282652.5,486482638.4,505091283.8,570404476.9,541915243.8,506846948.6,589900331,470072639.8,487257271.3
Ethiopia,ETH,,,,,,,,,,,,,,,,,,4444444.656,7149758.339,8695652.008,12222222.33,10483091.35,10193236.35,11014492.99,11497584.34,14202898.98,13574879.65,8550724.983,11304347.99,6473430.157,5217391.491,9758454.323,15019130.71,18379999.16,24625669.48,27359669.44,16012210.36,9232460.373,27313236.47,33729646.61,53158882.38,18313718.17,32986894.42,46470192.46,133742806.2,173519405.7,172153314,357838225,386696265.8,261601951.5,436143876.3,538339894.7,624360669.9,833031317,1796377787,1086986751,772235946.6,393379170,436325463.1,479624165.3,404088319.9,447647084.1,510201215.4,539360389.3
European Union,EUU,,,,,,,,,,,1387801446,1834713172,2126978380,2230588135,2039631811,6331545404,6836810817,9028074692,11496805928,14066619245,16398645980,14792673699,14397167733,13150424223,12530021947,12552853296,16478518179,19594307400,22159414345,23322039186,28031602439,28279194931,30388186920,29298589868,29187753043,31735748570,31860658604,35648931030,36562773159,29920128531,29719401979,31573494344,35556406607,44902017891,53809096258,60201625399,67862508720,82202507283,95741392835,91694334918,90424611602,1.00505E+11,98044605403,1.14941E+11,1.19802E+11,1.08261E+11,1.09362E+11,1.17844E+11,1.25185E+11,1.26967E+11,1.24973E+11,1.35582E+11,1.34446E+11,1.48456E+11
Fragile and conflict affected situations,FCS,,,,,,,,,,,,17899999.62,22579916,22540000.92,61891856.67,137969344.1,163734905.2,353992817.5,947889502.4,1377328813,1567005342,1323664944,974902624,1087775689,939289410,1001794756,928118888.9,979539497.9,1112092870,1371374332,2348301671,1797672096,2161549354,2696502198,2668818007,3010064965,2946993402,3490065447,4397899792,5377393935,5790277499,6048749547,9296357133,12642527485,16169235136,28599690758,32016499570,36754170245,42561000437,42281322646,45264112742,47509158733,50452863383,54976943393,54150785070,56181056064,56661086526,61933983284,70728435272,71867851289,63449540410,71146033710,74352196034,72205264220
Finland,FIN,,,,,,,,,,,,,,,,18514945.98,23807750.7,46703990.94,65478401.18,91440734.86,106253776.6,95759994.51,107548988.3,97178131.1,49415206.91,50871543.88,74044212.34,77741462.71,105305137.6,70851074.22,62883602.14,101185310.4,103113151.6,77051124.57,66893753.05,74258863.47,145460570.6,235253974.3,375411975.7,443613008.7,472728415.2,490718039.7,477152547.4,526381939.3,666913866.8,692277075.8,714798889.2,805950015,959188912,865768666,893815226.2,756066320.3,862122979.6,1073207239,1068529689,865419880.7,860964517.5,908303115.9,841053346.5,841961779.3,598130661,667355299.1,661569129.6,679060611.1
Fiji,FJI,,,,,,,,,,,,,,,,,,,,3589619.16,4890186.787,9302308.083,8086236,7984107.971,10613370.9,27653663.64,29747564.32,27012722.02,22653249.74,22988763.81,21945989.61,19179191.59,22688095.09,26138704.3,29642278.67,32709172.79,33349960.81,34633833.79,25870529.91,23202386.24,43301333.11,77584872.31,99401919.41,123678440.6,172645209.9,203312108.1,204579736.2,183212478.7,146677339.9,171057209.5,175631133.1,160556654.5,190607858.3,203570068.9,220967734.4,252357500,272362581.4,278737964.1,290061565.2,286567812.1,317155615.9,393635198.8,458827402.3,500000000
France,FRA,,,,,,,,,,,,,,,,627961975.1,653017089.8,1260706177,1582122070,1921343018,1440365112,1278299805,1337885498,1278938721,1262145020,1393456177,2020921875,2472511475,3418352783,3223879883,4034759033,4619512695,5213012695,5031930664,3953913330,4434302326,4334903528,9741087205,10021054778,9446332527,8869551607,9194240138,10599319442,12231755971,13342614138,14205076473,15535237652,17586416269,20085696123,19665370194,19898258274,22942280254,22666366759,26940225859,27976008592,25447506168,25592759188,26805186001,28387547436,28763750644,29983731185,32646501628,33408248744,36909109077
Faroe Islands,FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48480000,50040000,42970000,39040000,39750000,44380000,49217894.8,80282305.11,89055616.15,109177969.4,136569580.1,138741437.4,146392824.3,158411750,158411750,158411750,158411750,158411750,158411750,158411750,158411750,158411750,158411750,158411750,158411750,158411750
"Micronesia, Fed. Sts.",FSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,17349600,18066700,19428000,20803300,22046600,23338700,23338700,23338700,23338700,23338700,23338700,23338700,23338700,23338700,23338700
Gabon,GAB,,,,,,,,,,,,,,,,,,,88630.5347,94019.5844,47330.6552,184005.2009,60863.1149,288663.8641,91542.2589,133552.0744,231009.6323,299464.4046,134296.5961,156735.7332,875882.3872,1595029.116,2314175.844,3033322.573,3752469.063,4471615.824,5727663.142,6145602.579,5563166.587,4247204.299,6050763.424,5363974.692,2846533.112,5989329.181,6852364.361,11028154.17,0,14409511.05,20654067.56,13846230.03,38428998.66,21792198.45,22586458.56,16527000.61,29467150.85,18458042.25,18458042.25,18458042.25,18458042.25,18458042.25,18458042.25,18458042.25,18458042.25,18458042.25
United Kingdom,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,1369103027,1626415283,1684590454,2099054688,2089116943,2033339478,1768091675,1968876343,1399144401,1421446438,1648877895,1391991979,5446983601,5074369393,4955597476,5235071153,5688562225,5938297739,6045166080,6105706286,6556335761,5995100746,5242981857,4951404773,5099003471,4944716073,4804502413,4937268135,5003393486,4582283767,4308885980,4389713567,4214814558,3248094194,3460123984,3965082581,4487257318
Georgia,GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284000000,372900000,360800000,205929892.4,218638753.7,226328929.3,248453695.3,358590135.5,446005398.6,627348779.5,883065426,1065021296,1111619713,1183935750,1547274440,1770115175,1945284852,1986474924,1458741311,1520785231,1793945161,2034288456,2258211425,2109658757,2643926172,3853688889,4201299805
Ghana,GHA,,,,,,,,,,,,,,,,,,,,1272740.006,899999.9762,1399999.976,1500000,500000,4699999.809,4199999.809,600000.0238,699999.9881,6000000,6000000,6000000,6199999.809,7300000.191,10100000.38,15699999.81,17209600,27500000,26000000,29500000,30700000,32396800,45909120,43520000,65100096,82371200,99184576,105253248,117363712,126104704,114455680,135852160,2134638607,2155495000,1863990000,2007831480,4982442362,2979934204,3536410000,3520566623,4053694729,4291956801,1923627453,2070452061,2431468249
Gibraltar,GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,70000.0003,70000.0003,26709999.08,22340000.15,17969999.31,13600000.38,9229999.542,4860000.134,490000.0095,740000,1072000,1480000,4980000,6015879,1166455.048,8715870.258,15190000,111046017.1,41640000,41570000,29500000,15070000,61520000,52030000,46260000,64500000,66300000,93010000,121425853.2,130582308.4,52170780.86,44660000,28430000,158130000,22530000,343910000,527275700,527275700
"Gambia, The",GMB,,,,,,,,,,,,,,,,,,,345200.3598,492476.2845,390921.8907,289367.497,187813.1032,701136.1122,,,,,,,,,,,,,,,,,,,,54069839.27,60748749.17,59304087.54,63773517.34,55662540.37,64811558.97,79801153.13,115699061,91358953.77,106349453.1,109829222,137771209.4,154062367.7,145678794.7,160167345.3,212034736.1,275825107.5,416418880.7,547051423.8,501844380.4,524648856.1
Guinea-Bissau,GNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500000,1200000.048,1000000,1166666.627,1333333.373,1500000,1666666.627,1833333.373,2000000,2000000,4007030.487,6014061.451,8021091.461,10028122.57,17631575.31,23126277.94,27699073.95,19898832.08,25519702.43,43030269.35,49460552.25,48850413.82,45890277.97,52110120.36,45635184.42,63787684.42,92419676.5,84952814,95225658.63,105179557.5,127983532.8,151185244.9,174938409.2,206107624.2,190208504.7,206107624.2
Equatorial Guinea,GNQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1318514.585,912399.9476,506285.2502,100170.6054,164206.0423,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,GRC,,,,,,,,,,,,,,,,,805000000,940000000,989000000,1181000000,1119000000,1169000000,1140000000,964000000,945000000,807000000,967000000,1407000000,1737000000,1387000000,1817000000,2173000000,2531000000,2655000000,2886000000,3286000000,3079000000,3062000000,2673050049,2284100000,2193819906,2014591009,1660397780,1565054104,1242683995,1219664384,1543110071,2483241141,2686826465,2022132944,1498782297,1186959012,680981913.3,804714812.7,734925603.1,509336316.2,417164366.4,400870186.2,489699591.4,676327504.8,611381979.6,688866261.6,600581231.9,541941124
Grenada,GRD,,,,,,,,,,,,,,,,,,,,,,,,,,,16777778.63,22333333.97,23518518.45,16851852.42,17974073.41,8277777.672,8596296.31,18359258.65,26159259.8,19851851.85,20959259.26,21522222.22,22062962.96,23151851.85,24233333.33,24311111.11,24755555.56,25278348.15,48111111.11,34107417.55,35226335.2,36298470.25,36738381.21,35344463.9,36403038.81,37072676.16,38009918.81,38532669.08,40912702.47,43354715.42,45070131.1,47272753.03,47993599.79,63365362.3,70430714.67,62096090.66,70247937.04,81755675.56
Greenland,GRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,,,,,,,,,,,,,,,,,,14000000,21600000.38,23600000.38,26200000.76,24500000,10699999.81,3900000.095,3400000.095,1000000,699999.9881,100000.0015,45700000.76,85000000,118699996.9,178899993.9,230600006.1,240800003.1,284500000,357500000,375400000,408000000,456500000,465600000,596200000,633753628.5,1600192057,2146959900,2627500000,3066600000,3700100000,4236200000,4425646820,4002155020,4224679960,4533048950,4965274170,5303727620,5751442990,6481896460,7362674020,8393882100,9437674500,10655601360,11405439200,15407572610,18204553280,19978377280
Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,,,,,,,,,,,,,,,,,,,,,,,2299999.952,1166666.627,2609894.991,,,,,,,,1019999.981,1210000.038,1340000.033,1700000.048,14600000,15000000,14000000,20500000,27300000,22300000,51000000,99300000,153009000,201289000,218076000,278496000,273896014.3,262065845.9,367805406.3,412200000,469258405.5,328152658.5,329658104.9,302773517.6,269173992.9,322340617.5,333692746,380358401,429124005.9,547871142.8,525031835,525031835
High income,HIC,,,,,,,,,,,1644521484,2155367565,2658606069,2851601021,2648670928,6896448116,7409949937,10585919012,13486539350,16451276696,19317665583,17975166969,17588604487,16567357378,15990013667,16030460400,21871506879,27543224868,31389924582,33124622841,39030447143,40305529712,42934326735,41279015112,42794935841,44514404806,44547146633,48055378224,49283978724,48114000022,47670841731,49548939500,54986938715,65742936246,76048667755,87763879518,97982027268,1.15497E+11,1.32953E+11,1.26231E+11,1.25836E+11,1.4029E+11,1.38203E+11,1.56117E+11,1.63817E+11,1.50428E+11,1.51052E+11,1.61904E+11,1.71157E+11,1.74253E+11,1.70477E+11,1.84108E+11,1.7719E+11,1.91439E+11
"Hong Kong SAR, China",HKG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153640902,130454560.1,135538206.5,152845007.8,120529560.8,119691117.9,239856567.5,296761189.3,294033632.4,316866690.1,355347245,347792446.9,339569368.9,351638509.3,366815267.3,360237541.4,372449060.1,386750552.6,399492889.2,436898438.6,424573814.6,451246722.1,426572579.6,453090876.7,418510210.1,426327202.8
Honduras,HND,,,,,,,,,,,,,,,800000.0119,750000,850000.0238,1049999.952,1250000,1500000,1600000.024,1750000,1500000,1799999.952,1950000.048,2099999.905,2099999.905,33700000.76,41799999.24,48599998.47,62900001.53,82599998.47,112000000,63799999.24,89000000,124000000,157300000,190000000,225000000,328300000,474498240,610441530,801398970,865389050.8,1169104060,1805194920,2358468900,2613644663,2821344123,2477339131,2617906839,2810592536,2920369783,3098239342,3369514367,3666201327,3863739159,4322761614,4776545983,5401465665,5588646521,7203426673,8485378380,8968206468
Heavily indebted poor countries (HIPC),HPC,,,,,,,,,,,,17899999.62,22579916,22540000.92,83123534.77,200435030,248734344.7,329723044.5,441087784.6,618867604,957524857.6,1021521644,661016622,811262011.5,746846613.6,810563136.9,827797372,916140344.9,1075145399,1275132823,866832120.6,838074883.7,1095631047,931690899.2,931406176.5,1355983221,1299934015,1563293077,2304311087,2859558590,3235545129,3743292761,4562464326,5587706801,6748466334,7399212473,9060600052,11194526354,13305753805,12527615787,14404617595,18305065967,18627767893,19544673718,21453422803,23888804163,21883158830,24442469072,29089886668,31974688287,31951393548,35336189728,41161046089,44255092639
Croatia,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230029007,375509002.7,544168000,649916898.4,593983461.6,601206510.8,528865690.2,817102738.7,927871134.2,1093044041,1321491761,1555554397,1874468832,1926149214,2228813116,2505307645,2268827435,2287050682,2524036566,2084700260,2768772802,2773391959,2677257515,3223057487,3666978983,4012037680,4281829646,4194813431,5034694535,5408182479,6072754854
Haiti,HTI,,,,,,,,,,,,17899999.62,22579916,22540000.92,21659982.68,59220001.22,74699996.95,75019996.64,76000000,84779998.78,106440002.4,126620002.7,97040000.92,89879997.25,90000000,95779998.78,105419998.2,113160003.7,124099998.5,122800003.1,,,,,,,,,327300000,422050000,578000000,623580000,675660000,811000000,931540000,986154000,1062869000,1222089000,1369753973,1375546872,1473804721,1551366394,1612326050,1780995274,1977033926,2195560227,2227109372,2419165424,2735177967,2695149514,3257277840,3994393883,3797752749,4247298340
Hungary,HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139944852,155877496.3,194460957.7,191846209.8,182829285.9,363174029.7,364256476.9,443556552.6,466993515.9,632555108.1,731503155,858656344.5,975984331,1312202577,1575172936,1849914264,2305025006,3147775617,4159619081,4202893825,3953857949,4171221937,4123722118,4404806612,4877675312,3925360021,3833363372,3923529220,4679862124
IBRD only,IBD,,,,,,,,,,,277499994.3,289943771.4,311392210,339420727.7,1795642871,2951650861,3458672011,5354387403,7036891023,9278191849,13014683900,13315140200,14343021991,15289890680,15273640683,14493379526,14782015566,17447744110,17468341976,18958987913,21881611030,25814881023,30505227322,31873551114,40305915299,40976963319,44342928730,52596022976,50664895827,54496055786,61086398240,69218670719,80177459803,1.0205E+11,1.15387E+11,1.41217E+11,1.66678E+11,2.03924E+11,2.32421E+11,2.17932E+11,2.34905E+11,2.60058E+11,2.7268E+11,2.90946E+11,3.13941E+11,3.11183E+11,3.04441E+11,3.3703E+11,3.62235E+11,3.75259E+11,3.78167E+11,4.31661E+11,4.68224E+11,4.82198E+11
IDA & IBRD total,IBT,,,,,,,,,,,284759994.5,315897541.2,348440035.4,376562895.1,1901760340,3309050168,4323591317,7122554712,9978679980,13002009993,17770746836,18009032156,19912539856,21510967100,20740614755,19883166946,20258072113,23397644764,23298438397,25277078984,29563182683,32473169866,38041252409,40191714876,49984042505,50894136421,54130608463,63907223716,62314722302,67465299491,75784056250,84599671810,1.00491E+11,1.26416E+11,1.46815E+11,1.81582E+11,2.14355E+11,2.58574E+11,2.98803E+11,2.85317E+11,3.116E+11,3.48903E+11,3.71767E+11,3.95076E+11,4.25376E+11,4.25687E+11,4.16629E+11,4.56723E+11,4.95804E+11,5.16054E+11,5.19257E+11,5.86325E+11,6.38097E+11,6.52519E+11
IDA total,IDA,,,,,,,,,,,7260000.229,25953769.8,37047825.4,37142167.33,106117469.4,350594846.7,859342558.5,1658987725,2815254576,3577932019,4684070346,4626830845,5488001198,6136031977,5386996294,5284418334,5352386175,5770024864,5601014745,6034976139,7329089124,6387178773,7239985289,7739801899,8405308320,8341743041,8020986465,9504487742,9568690885,11025133106,11798449688,12193437221,16670215026,19522078509,23718139406,40365689330,47676814762,54650603453,66381555253,67384312287,76695568640,88844893259,99087182395,1.04129E+11,1.11435E+11,1.14503E+11,1.12187E+11,1.19693E+11,1.33569E+11,1.40794E+11,1.4109E+11,1.54663E+11,1.69874E+11,1.70321E+11
IDA blend,IDB,,,,,,,,,,,7260000.229,7260000.229,13859999.66,12539999.96,18479999.54,13199999.81,436914813.9,964574845.1,1392797382,1600425199,2205749808,2275626724,2775504501,3104224642,2722863663,2703890185,2647729786,2409736700,2114931644,2293155592,2333913066,1886343006,1912133017,2571328105,2708987263,2286876944,1912124458,3015911806,2362087470,3098394632,3258345788,2954183942,5124985245,5505421122,7123395925,21092254737,24842984443,27210672069,31369444573,32070184365,35853199777,41706181022,45067689474,46118035851,49545481765,49539445158,50123423970,54032529667,58617440840,60298058914,56789872722,68263246450,76259715663,69421617910
Indonesia,IDN,,,,,,,,,,,,,,,,,,,,,,,,10000000,53000000,61000000,71000000,86000000,99000000,167000000,166000000,130000000,229000000,346000000,449000000,651000000,796000000,725000000,958170000,1109000000,1190200000,1046000000,1258917563,1488709351,1866314990,5419620729,5722357517,6174340000,6794200933,6792907280,6916051073,6923970511,7212196578,7614419340,8551164469,9659168639,8906655811,8989529971,11215344812,11666395059,9650926142,9402427089,13089296495,14466835210
IDA only,IDX,,,,,,,,,,,,18693769.58,23187825.74,24602167.37,87637469.86,337394846.9,422427744.6,694412879.8,1422457194,1977506820,2478320538,2351204121,2712496697,3031807335,2664132631,2580528149,2704656389,3360288164,3486083101,3741820547,4995176058,4500835767,5327852272,5168473795,5696321056,6054866097,6108862007,6488575936,7206603415,7926738474,8540103900,9239253279,11545229781,14016657387,16594743481,19273434593,22833830319,27439931384,35012110680,35314127922,40842368864,47138712236,54019492921,58011217318,61889779925,64963813208,62063999666,65660624865,74951451528,80496296871,84300176202,86399792464,93614040625,1.00899E+11
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,,,,,,,,,,,,,,,,429883697.5,642343811,934415893.6,1164776733,1437018555,2756975586,2301415527,2617671387,2660081543,2294750488,2469209229,2239903076,2665414307,2315296143,2613844482,2383739990,3289109375,2897425537,3522788086,5856694336,6222996282,8765693607,10330965043,9479300350,11124280843,12883465957,14273018778,15735736286,20999150983,18750377107,22125089480,28333642280,37216755275,49977276916,49203912009,53479960083,62499075445,68820517838,69970360847,70388642797,68909693353,62744364090,68967175500,78790170929,83332078002,83149172934,89375152218,1.11222E+11,1.19526E+11
Not classified,INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285673553.5,277613403.3,322315094,297324707,323624603.3,346958831.8,362407043.5,314160644.5,273664886.5,295185028.1,251908645.6,243999328.6,316105773.9,337132690.4,413908020,512338250.4,539348053.7,589415066.9,633377746.9,573235693.8,658009928.9,756001123,694996338.5,722434618.5,725770039.3,603613504.8,575484813.7,596677078.5,623629069,586686133.5,276051017.7,179854619.6,435710902.9,423872228.6
"Iran, Islamic Rep.",IRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200000000,1196000000,1500000000,1200000000,1600000000,658000000,400000000,680000000,508000000,536000000,682000000,851000000,1178000000,1032000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,IRQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711100000,388900000,3100000,70900000,152000000,176700000,223000000,271000000,727000000,729400000,1004500000,986400000,1088500000,741700000,859200000,644400000,839500000,1098400000,879409973.1
Iceland,ISL,,,,,,,,,,,,,,,,,1399999.976,1700000.048,1799999.952,1700000.048,1500000,3099999.905,1200000.048,2299999.952,6800000.191,5099999.905,7599999.905,14699999.81,22399999.62,30200000.76,62259349.82,65318412.78,63823406.22,57867332.46,47506656.65,36237520.66,33295455.49,40944767.08,28931171.31,31124489.16,35754208.05,39346088.87,64770700.64,48980941.97,60964373.11,65772992.79,80288820.38,110013685.2,120129226,94048513.52,135558471.2,150920465.8,154533791.4,207340817.9,217728298.7,216941558.5,209082092.7,188417947.8,174374357.4,185470999.4,167334738,190285765.9,191368279.6,206146767.7
Israel,ISR,,,,,,,,,,,72000000,140000000,190000000,178000000,130000000,101000000,72000000,106000000,194000000,335000000,421000000,531799987.8,280299987.8,242600006.1,253000000,209399993.9,448700012.2,613599975.6,542000000,783700012.2,811900024.4,876799987.8,1160199951,1263300049,1602300049,177900000,157600000,200200000,134500000,174200000,182400000,195600000,166600000,171200000,297700000,376900000,488800000,579700000,628400000,507000000,571500000,594600000,684900000,764800000,859000000,853100000,963400000,991200000,1021600000,953400000,1032700000,1230100000,1265200000,981400000
Italy,ITA,,,,,,,,,,,1232000000,1367009399,1552426758,1461209595,1214379028,1602127319,1402123901,2162453369,2996618408,3698666504,4013217285,3531829834,3529875000,3380593018,3274925049,3230516113,4401150879,4462657715,4829600586,5080443848,5074514160,3698942383,2970147217,2670604248,2419368408,2280956929,2526492823,2207094305,2053806689,1878725069,1789501817,1932443183,2272672068,3023192838,3688753006,4091531781,4075828471,4595241395,7354812945,7041290727,7975133246,8731247318,9166139341,9436137008,10099257246,9607744315,9512833704,9742186172,9899652023,10458515879,9888526922,10508060201,10529552165,12102901534
